COLUMN4,COLUMN5,COLUMN6,COLUMN7,COLUMN8,COLUMN9,COLUMN1,COLUMN2,COLUMN3
.2335,.095,.0525,.085,10,3,.36,.275,.11
.192,.0785,.0585,.07,8,3,.335,.26,.1
.2715,.134,.0325,.085,10,3,.395,.295,.1
.199,.0695,.045,.08,9,3,.36,.28,.105
.2965,.123,.057,.0995,10,3,.415,.31,.11
.0715,.026,.018,.025,6,3,.24,.185,.07
.0545,.0215,.012,.02,5,3,.22,.165,.055
.0735,.0255,.02,.025,6,3,.255,.195,.07
.0235,.008,.0035,.008,5,3,.175,.125,.05
.3575,.151,.0645,.1045,9,3,.43,.34,.12
.8735,.3005,.209,.275,16,3,.56,.445,.155
1.1095,.439,.245,.34,10,3,.68,.53,.185
.218,.0935,.0445,.07,9,3,.365,.26,.115
.752,.299,.156,.205,20,3,.53,.42,.185
.4705,.1845,.1055,.155,12,3,.47,.37,.12
.4985,.2095,.1225,.145,10,3,.47,.37,.14
.454,.1895,.08,.155,11,3,.465,.38,.13
.5775,.2,.145,.179,11,3,.52,.405,.14
.875,.3695,.2005,.255,11,3,.555,.425,.18
1.1625,.495,.203,.33,17,3,.65,.515,.16
.9885,.4145,.195,.345,13,3,.615,.49,.155
.8,.335,.1735,.25,12,3,.56,.44,.165
.514,.2075,.131,.155,13,3,.48,.37,.12
.591,.287,.141,.12,9,3,.485,.39,.125
.6265,.2605,.1665,.16,10,3,.5,.385,.15
.795,.3075,.205,.255,14,3,.525,.405,.15
.66,.267,.1055,.22,13,3,.52,.4,.145
.659,.2705,.179,.17,13,3,.515,.4,.12
.581,.245,.132,.168,12,3,.485,.355,.13
.406,.1685,.1055,.096,12,3,.435,.33,.125
.474,.21,.109,.1275,16,3,.45,.35,.14
.443,.1975,.0875,.1175,14,3,.45,.345,.135
.9665,.4145,.2,.345,10,3,.61,.475,.15
.9175,.4005,.1975,.26,10,3,.56,.425,.14
.8865,.383,.209,.255,11,3,.58,.445,.15
.806,.376,.171,.245,14,3,.55,.425,.15
.4935,.216,.133,.115,13,3,.46,.355,.14
.6655,.284,.162,.2,11,3,.495,.39,.125
.6805,.28,.174,.195,10,3,.52,.425,.17
.745,.2865,.1675,.235,13,3,.51,.4,.15
.874,.3585,.207,.205,18,3,.525,.41,.175
.8525,.3015,.1825,.3,13,3,.575,.455,.18
.939,.3385,.201,.32,13,3,.605,.47,.14
1.054,.369,.2255,.36,12,3,.605,.495,.145
.926,.398,.1965,.25,17,3,.535,.42,.145
.4885,.2005,.108,.166,11,3,.47,.345,.115
.5555,.2,.1135,.2235,12,3,.515,.39,.14
.425,.16,.0795,.154,13,3,.425,.345,.125
.458,.181,.113,.136,10,3,.485,.37,.13
.4775,.185,.0705,.169,18,3,.495,.37,.125
.525,.2085,.1,.1655,15,3,.45,.35,.145
.673,.2175,.13,.195,18,3,.485,.38,.14
.498,.214,.116,.14,15,3,.465,.36,.105
.944,.3845,.185,.265,21,3,.53,.415,.145
.49,.223,.1235,.1335,9,3,.475,.365,.115
.5225,.198,.1065,.165,9,3,.47,.36,.13
.487,.1965,.108,.16,14,3,.44,.345,.12
1.1785,.4675,.2655,.39,13,3,.62,.485,.18
.347,.12,.084,.105,11,3,.445,.33,.12
.4885,.193,.105,.155,11,3,.46,.35,.12
.1665,.0595,.04,.06,6,3,.335,.245,.09
.466,.1845,.099,.145,11,3,.47,.35,.13
1.3165,.5305,.254,.41,18,3,.58,.49,.195
1.626,.597,.3445,.53,18,3,.65,.525,.18
.781,.3055,.1555,.295,11,3,.535,.45,.17
.412,.1145,.0665,.16,19,3,.45,.355,.12
.2295,.0885,.0465,.07,7,3,.37,.275,.1
.0865,.0345,.0205,.025,5,3,.255,.19,.075
.019,.0065,.0025,.005,4,3,.165,.11,.02
.1285,.043,.04,.04,7,3,.315,.23,.09
.0175,.005,.0035,.005,4,3,.155,.105,.05
.1105,.0405,.0245,.032,7,3,.295,.225,.09
.176,.0595,.0355,.063,7,3,.325,.25,.08
.1135,.045,.0275,.0335,7,3,.28,.205,.055
.1035,.0475,.0205,.03,7,3,.275,.2,.065
.0975,.036,.019,.035,8,3,.29,.205,.07
.0765,.036,.0115,.0245,6,3,.25,.19,.06
.0265,.0095,.0055,.0085,4,3,.18,.125,.035
.015,.0045,.004,.005,2,3,.15,.1,.025
.018,.0065,.0055,.005,3,3,.16,.11,.025
.521,.2,.123,.17,8,3,.485,.375,.14
.244,.102,.038,.085,6,3,.385,.28,.125
.0525,.021,.0165,.015,5,3,.215,.155,.06
.22,.094,.045,.065,7,3,.37,.275,.1
.1015,.041,.03,.03,6,3,.28,.205,.07
.067,.027,.0125,.018,6,3,.235,.175,.055
.088,.0365,.021,.023,5,3,.255,.185,.06
.1715,.071,.0345,.0535,7,3,.315,.24,.085
.1735,.0765,.0345,.049,7,3,.325,.25,.08
.183,.0735,.04,.0575,6,3,.335,.25,.08
.2055,.075,.0575,.062,6,3,.35,.27,.09
.18,.0655,.048,.054,6,3,.35,.25,.07
.27,.1185,.064,.0745,7,3,.36,.3,.085
.24,.108,.0445,.0735,7,3,.365,.275,.135
.2215,.097,.0455,.0615,6,3,.37,.275,.14
.1375,.086,.0585,.0605,7,3,.38,.275,.095
.312,.143,.0635,.086,6,3,.385,.29,.095
.2895,.1215,.063,.09,7,3,.385,.3,.1
.319,.138,.08,.082,7,3,.395,.29,.095
.304,.127,.084,.077,6,3,.395,.29,.095
.306,.13,.06,.094,6,3,.4,.31,.1
.394,.208,.0655,.106,6,3,.41,.325,.1
.3735,.175,.0755,.109,7,3,.415,.32,.11
.398,.1185,.0645,.0945,6,3,.425,.325,.1
.501,.2435,.084,.1465,9,3,.44,.365,.115
.4895,.2745,.086,.1105,7,3,.445,.335,.1
.378,.1795,.1,.089,7,3,.445,.325,.1
.547,.245,.1405,.1405,8,3,.45,.35,.13
.5465,.229,.1185,.172,9,3,.475,.365,.125
.498,.2175,.096,.1525,9,3,.485,.355,.105
.22,.092,.06,.15,8,3,.355,.275,.085
.315,.109,.067,.12,9,3,.4,.3,.11
.3795,.1495,.085,.12,8,3,.435,.34,.11
.2655,.122,.052,.08,7,3,.37,.28,.095
.324,.1265,.07,.11,7,3,.405,.3,.12
.3265,.1285,.0785,.1,10,3,.425,.38,.105
.205,.078,.0485,.07,7,3,.365,.27,.085
.1155,.0485,.029,.035,7,3,.275,.215,.075
.435,.1815,.083,.125,12,3,.44,.35,.135
.124,.0485,.032,.04,9,3,.295,.225,.08
.002,.001,.0005,.0015,1,3,.075,.055,.01
.013,.0045,.003,.004,3,3,.13,.1,.03
.008,.0025,.002,.003,3,3,.11,.09,.03
.021,.0075,.0045,.005,5,3,.16,.12,.035
.1,.034,.0245,.035,5,3,.27,.2,.07
.0645,.026,.0105,.02,5,3,.23,.175,.065
.1275,.0435,.0265,.04,8,3,.3,.23,.08
.1655,.063,.039,.06,8,3,.33,.255,.085
.174,.0705,.0345,.06,10,3,.35,.26,.085
.1585,.0635,.0325,.05,13,3,.32,.245,.08
.1975,.0745,.0415,.07,9,3,.36,.275,.085
.156,.0675,.038,.045,7,3,.305,.245,.075
.2135,.082,.0545,.07,7,3,.345,.27,.11
.1715,.0655,.035,.06,7,3,.33,.25,.105
.095,.0445,.0245,.026,4,3,.245,.195,.06
.2415,.0915,.057,.075,7,3,.36,.285,.105
.128,.049,.034,.04,6,3,.295,.215,.085
.1105,.045,.0285,.035,6,3,.275,.205,.075
.1065,.039,.0295,.03,4,3,.28,.21,.085
.037,.0125,.0095,.011,4,3,.2,.145,.06
.0215,.007,.005,.005,3,3,.165,.12,.03
.4585,.194,.067,.14,8,3,.45,.355,.11
.172,.066,.0255,.06,6,3,.33,.255,.095
.0965,.0425,.022,.03,5,3,.265,.21,.06
.038,.0165,.0065,.015,4,3,.19,.145,.04
.1055,.039,.041,.035,5,3,.265,.205,.07
.251,.097,.053,.08,7,3,.355,.275,.09
.1755,.073,.0415,.065,7,3,.32,.255,.1
.2255,.0885,.04,.09,8,3,.36,.28,.09
.121,.0475,.042,.035,5,3,.3,.22,.08
.0705,.0335,.015,.02,5,3,.235,.175,.04
.2,.08,.0555,.055,6,3,.34,.26,.08
.2715,.092,.074,.09,8,3,.375,.305,.115
.0685,.0245,.0155,.0225,5,3,.25,.18,.065
.084,.0365,.0175,.025,7,3,.265,.195,.055
.106,.054,.02,.028,6,3,.275,.195,.065
.1075,.0415,.024,.034,5,3,.28,.21,.085
.096,.0405,.0205,.03,5,3,.285,.22,.065
.1255,.055,.0265,.039,6,3,.3,.22,.08
.151,.065,.027,.039,6,3,.315,.235,.055
.1415,.0675,.0295,.0405,6,3,.32,.225,.085
.2015,.09,.0475,.055,5,3,.34,.265,.08
.221,.1165,.0265,.0635,6,3,.37,.28,.1
.2345,.1125,.0455,.067,6,3,.375,.28,.08
.2325,.1165,.042,.065,6,3,.375,.275,.1
.2485,.122,.0495,.065,7,3,.385,.29,.08
.348,.194,.053,.087,6,3,.4,.32,.095
.32,.172,.044,.093,7,3,.405,.3,.11
.282,.1255,.057,.0875,7,3,.41,.3,.1
.3245,.132,.072,.106,6,3,.41,.325,.1
.316,.1255,.07,.1035,7,3,.42,.3,.105
.3625,.174,.0635,.105,7,3,.42,.32,.11
.279,.1255,.051,.088,6,3,.42,.31,.095
.3685,.162,.0865,.1045,7,3,.425,.325,.115
.413,.2055,.096,.096,6,3,.435,.33,.11
.418,.222,.0735,.106,7,3,.435,.345,.115
.3705,.1545,.084,.12,7,3,.44,.33,.11
.409,.1675,.1015,.117,7,3,.445,.345,.105
.434,.1945,.0905,.13,7,3,.445,.34,.145
.411,.1985,.0935,.109,8,3,.445,.335,.11
.462,.2135,.0985,.1315,8,3,.45,.365,.125
.4925,.241,.1075,.12,6,3,.45,.34,.12
.3715,.1865,.0785,.0975,7,3,.45,.33,.105
.411,.1945,.1,.098,6,3,.45,.33,.1
.3685,.16,.0885,.102,6,3,.45,.33,.11
.4155,.18,.098,.1175,7,3,.46,.35,.115
.4845,.211,.1075,.142,6,3,.47,.38,.125
.4565,.206,.099,.13,6,3,.475,.35,.11
.4545,.2165,.111,.115,7,3,.475,.35,.1
.6245,.3395,.1085,.1665,8,3,.48,.38,.125
.5495,.248,.112,.1585,7,3,.5,.375,.14
.542,.215,.116,.17,9,3,.5,.375,.12
.519,.2485,.1135,.134,8,3,.5,.38,.125
.6795,.3465,.1395,.182,8,3,.51,.405,.125
.5575,.2615,.1195,.1525,9,3,.51,.4,.125
.5155,.215,.1135,.166,8,3,.51,.38,.115
.6115,.3175,.1265,.15,8,3,.515,.385,.125
.5395,.2295,.133,.157,8,3,.52,.38,.135
.5545,.288,.1295,.167,8,3,.52,.38,.125
.6455,.325,.1245,.17,8,3,.525,.4,.13
.601,.2625,.1285,.1835,9,3,.525,.4,.14
.608,.297,.1395,.1405,8,3,.525,.395,.12
.617,.279,.127,.19,8,3,.53,.4,.125
.599,.2595,.149,.169,9,3,.535,.39,.125
.6665,.3125,.138,.1895,10,3,.54,.42,.14
.755,.3425,.16,.224,8,3,.57,.44,.15
.805,.3155,.2155,.245,10,3,.575,.435,.13
1.2975,.6035,.291,.3595,9,3,.665,.5,.17
.4645,.196,.1045,.15,6,3,.185,.375,.12
.0765,.034,.014,.0215,4,3,.245,.205,.06
.0685,.0295,.014,.0225,5,3,.25,.185,.065
.0835,.039,.015,.025,5,3,.25,.19,.065
.1125,.0545,.0295,.0355,6,3,.275,.195,.09
.1075,.044,.0205,.038,5,3,.305,.215,.065
.1055,.435,.015,.04,5,3,.31,.225,.07
.1375,.0545,.031,.0445,5,3,.315,.23,.08
.1145,.046,.0235,.0385,5,3,.315,.23,.07
.139,.0565,.032,.09,6,3,.325,.225,.075
.2085,.102,.0395,.052,7,3,.33,.25,.095
.1595,.077,.032,.0435,5,3,.33,.205,.095
.2015,.096,.0405,.048,7,3,.335,.245,.09
.179,.0775,.033,.055,6,3,.34,.25,.09
.1945,.0925,.037,.055,6,3,.345,.255,.095
.2005,.105,.037,.05,5,3,.345,.255,.085
.215,.1,.036,.065,6,3,.35,.27,.075
.1785,.0855,.0305,.0525,8,3,.35,.255,.09
.196,.0875,.035,.064,4,3,.36,.27,.085
.1875,.081,.042,.058,6,3,.365,.27,.085
.196,.0825,.0375,.06,7,3,.365,.27,.085
.213,.0945,.049,.06,7,3,.365,.265,.085
.2445,.089,.0655,.075,7,3,.37,.29,.09
.217,.1095,.035,.062,6,3,.37,.28,.085
.213,.096,.041,.061,5,3,.375,.29,.095
.166,.076,.051,.045,5,3,.325,.25,.055
.452,.2165,.0995,.125,9,3,.455,.355,.08
.232,.0855,.0495,.08,7,3,.385,.29,.09
.0105,.005,.0065,.0035,4,3,.13,.095,.035
.0275,.0125,.01,.009,3,3,.18,.13,.045
.1445,.0675,.0385,.045,6,3,.31,.225,.05
.433,.201,.1265,.145,9,3,.455,.37,.125
.4555,.177,.0965,.145,9,3,.475,.36,.11
.127,.106,.071,.085,7,3,.4,.31,.1
.1735,.076,.0355,.05,7,3,.32,.24,.075
.3945,.1685,.0865,.125,9,3,.46,.35,.11
.1225,.0545,.0115,.035,5,3,.28,.2,.075
.2735,.115,.061,.085,6,3,.38,.28,.085
.0145,.0055,.003,.005,4,3,.165,.115,.015
.0295,.0155,.015,.01,6,3,.19,.13,.03
.0385,.0115,.005,.01,5,3,.215,.15,.03
.1485,.064,.031,.045,6,3,.32,.235,.08
.0605,.0205,.014,.02,6,3,.215,.17,.055
.3675,.1355,.0935,.12,13,3,.43,.325,.11
.099,.037,.0255,.045,5,3,.26,.215,.08
.233,.0905,.0545,.07,11,3,.37,.28,.09
.3625,.1565,.0705,.125,10,3,.405,.305,.105
.081,.0265,.0195,.03,6,3,.27,.19,.08
.1365,.0565,.0285,.042,6,3,.275,.22,.08
.19,.0765,.0385,.065,7,3,.33,.26,.08
.2235,.0815,.0525,.08,7,3,.355,.28,.11
.086,.0305,.019,.03,7,3,.275,.2,.075
.444,.225,.0745,.11,8,3,.46,.335,.11
.2275,.0935,.0455,.085,11,3,.355,.28,.1
.893,.2745,.2185,.345,14,3,.59,.45,.16
.5705,.25,.134,.185,8,3,.485,.415,.14
.2385,.118,.045,.0695,7,3,.375,.29,.085
.218,.093,.0405,.0755,6,3,.375,.275,.09
.2465,.11,.0415,.0775,6,3,.375,.275,.095
.2025,.0825,.048,.065,8,3,.375,.28,.08
.218,.0945,.039,.07,7,3,.375,.27,.085
.256,.11,.0535,.0755,6,3,.38,.275,.11
.2105,.0865,.042,.07,8,3,.38,.27,.08
.2615,.111,.0595,.0745,9,3,.385,.29,.09
.2175,.097,.038,.067,8,3,.385,.28,.085
.302,.152,.0615,.0735,7,3,.385,.3,.095
.228,.1025,.042,.0655,5,3,.385,.28,.09
.3265,.1665,.0575,.089,7,3,.39,.3,.095
.284,.1135,.0595,.0945,8,3,.395,.305,.105
.2725,.115,.0625,.085,8,3,.395,.295,.095
.2985,.1445,.061,.082,5,3,.395,.27,.1
.2675,.1205,.0605,.0765,5,3,.4,.29,.1
.2645,.1265,.0505,.075,6,3,.405,.285,.09
.33,.157,.0705,.17,7,3,.41,.335,.11
.328,.168,.0615,.082,6,3,.42,.305,.09
.3335,.173,.045,.1,7,3,.425,.325,.11
.3055,.126,.06,.106,7,3,.425,.32,.1
.301,.1385,.065,.08,7,3,.425,.31,.09
.428,.2065,.086,.115,8,3,.43,.34,0
.378,.175,.08,.1045,8,3,.43,.315,.095
.3685,.1615,.0715,.12,7,3,.435,.315,.11
.438,.2115,.083,.12,9,3,.44,.34,.12
.448,.208,.089,.12,9,3,.45,.33,.105
.4005,.164,.0755,.126,8,3,.455,.345,.105
.372,.358,.0775,.11,8,3,.455,.33,.1
.466,.2225,.099,.11,7,3,.46,.36,.105
.3705,.1575,.077,.114,9,3,.46,.35,.105
.346,.1425,.073,.113,11,3,.465,.34,.11
.411,.175,.0855,.135,8,3,.47,.365,.1
.48,.2055,.105,.1505,8,3,.47,.355,.18
.393,.167,.0885,.115,8,3,.47,.355,.12
.5035,.2535,.091,.14,8,3,.475,.355,.1
.441,.1785,.0885,.1505,8,3,.475,.38,.12
.492,.211,.11,.15,8,3,.475,.36,.11
.5435,.244,.101,.165,9,3,.48,.37,.125
.4725,.2065,.112,.132,8,3,.48,.355,.115
.461,.2205,.0835,.135,8,3,.48,.365,.1
.4965,.214,.1045,.1495,8,3,.495,.355,.12
.5125,.2185,.116,.16,7,3,.495,.38,.13
.594,.2945,.104,.1565,9,3,.5,.38,.135
.5795,.239,.1375,.185,9,3,.5,.375,.145
.6615,.2585,.1625,.196,9,3,.5,.41,.14
.5695,.259,.124,.157,7,3,.5,.375,.125
.6215,.2925,.1205,.195,9,3,.5,.395,.14
.6015,.3015,.11,.18,8,3,.505,.405,.13
.594,.2595,.1435,.18,7,3,.505,.38,.12
.551,.248,.103,.171,8,3,.505,.395,.105
.625,.3265,.1295,.16,7,3,.515,.38,.12
.711,.337,.144,.205,13,3,.515,.42,.135
.6965,.32,.1255,.175,9,3,.515,.4,.135
.5825,.233,.1365,.18,10,3,.52,.4,.13
.663,.3005,.131,.1905,9,3,.52,.395,.125
.6965,.369,.1385,.164,9,3,.525,.4,.125
.694,.3905,.111,.167,9,3,.53,.415,.13
.81,.4725,.111,.192,10,3,.53,.42,.155
.5745,.2525,.1235,.189,9,3,.53,.415,.11
.7675,.419,.1205,.21,9,3,.53,.425,.13
.6025,.2895,.121,.154,9,3,.535,.4,.135
.5765,.3595,.135,.225,8,3,.535,.415,.15
.7265,.3205,.1445,.229,9,3,.54,.42,.14
.7715,.372,.148,.227,8,3,.545,.435,.135
.7285,.302,.1315,.2545,10,3,.545,.43,.15
.5945,.27,.1185,.185,8,3,.545,.405,.135
.7895,.3745,.171,.223,11,3,.55,.43,.145
.7535,.3285,.1555,.2325,10,3,.55,.435,.14
.7305,.3325,.1545,.215,9,3,.55,.425,.135
.7395,.3135,.1435,.28,10,3,.555,.43,.155
.7665,.341,.165,.23,9,3,.555,.43,.14
.7905,.3485,.1765,.225,9,3,.555,.425,.145
.8205,.3715,.185,.236,9,3,.56,.425,.135
.688,.3095,.1305,.2165,9,3,.56,.425,.145
.974,.547,.1615,.235,9,3,.56,.455,.145
.8735,.414,.21,.21,11,3,.565,.44,.175
.751,.2825,.2195,.2215,10,3,.57,.45,.145
.794,.3815,.1415,.245,8,3,.57,.45,.135
.7665,.347,.1785,.202,10,3,.57,.44,.13
1.0505,.48,.234,.285,10,3,.585,.475,.16
.7715,.328,.1745,.23,9,3,.59,.445,.135
1.12,.565,.2465,.27,10,3,.6,.475,.15
1.238,.6315,.226,.33,11,3,.605,.485,.15
.9025,.432,.174,.26,11,3,.605,.435,.13
.9605,.4495,.1725,.286,9,3,.61,.465,.15
1.272,.6025,.295,.315,11,3,.63,.505,.18
1.0605,.5165,.2195,.28,10,3,.63,.475,.145
.014,.0055,.0025,.004,3,3,.14,.105,.035
.0515,.019,.0145,.036,4,3,.23,.165,.06
.2215,.105,.047,.0605,7,3,.365,.265,.135
.1985,.0785,.0345,.053,5,3,.365,.255,.08
.232,.1325,.041,.0615,6,3,.37,.27,.095
.3155,.187,.046,.067,7,3,.375,.28,.085
.247,.1225,.044,.0675,5,3,.385,.3,.09
.3025,.143,.0665,.0765,5,3,.395,.295,.09
.329,.188,.0455,.0825,6,3,.4,.29,.11
.2815,.1185,.061,.08,7,3,.4,.3,.09
.3425,.1785,.064,.0855,8,3,.405,.31,.095
.2825,.112,.075,.0815,7,3,.405,.29,.09
.304,.1455,.061,.0805,6,3,.405,.3,.105
.2905,.141,.063,.073,5,3,.41,.32,.095
.389,.2015,.0905,.088,6,3,.425,.34,.105
.4405,.2385,.0745,.1075,6,3,.43,.34,.105
.369,.164,.08,.1015,5,3,.44,.34,.105
.4465,.213,.089,.1135,9,3,.44,.365,.11
.501,.274,.0995,.1065,7,3,.455,.335,.135
.436,.1975,.096,.125,8,3,.46,.355,.11
.4615,.229,.1105,.116,9,3,.47,.345,.14
.4315,.19,.1165,.1175,6,3,.47,.35,.125
.3685,.126,.0835,.1365,6,3,.47,.355,.12
.459,.2175,.093,.1165,7,3,.475,.365,.115
.542,.2795,.1025,.147,7,3,.48,.36,.125
.4725,.2075,.1075,.147,6,3,.485,.38,.12
.556,.2695,.096,.17,8,3,.515,.395,.125
.5625,.25,.1245,.17,7,3,.515,.4,.125
.7045,.346,.1415,.189,9,3,.53,.43,.13
.8425,.353,.1915,.251,8,3,.615,.475,.13
.0475,.019,.011,.013,5,3,.21,.17,.045
.101,.0415,.017,.0335,5,3,.285,.21,.055
.121,.047,.0155,.0405,6,3,.295,.215,.07
.117,.05,.0175,.0415,6,3,.3,.23,.085
.1465,.063,.034,.0415,6,3,.305,.225,.09
.168,.079,.0355,.05,5,3,.335,.255,.08
.18,.09,.0245,.055,5,3,.35,.26,.075
.1775,.079,.0315,.054,6,3,.355,.27,.075
.1985,.0715,.0495,.058,7,3,.355,.26,.09
.2,.073,.056,.061,8,3,.36,.27,.095
.2205,.0985,.044,.066,7,3,.36,.275,.075
.1845,.083,.0365,.055,7,3,.36,.265,.075
.2225,.0935,.0525,.066,7,3,.365,.27,.085
.2175,.097,.046,.065,6,3,.37,.27,.095
.2165,.0935,.0925,.07,7,3,.375,.28,.08
.243,.0895,.0665,.075,7,3,.38,.285,.095
.237,.108,.0395,.082,6,3,.38,.29,.1
.2365,.1,.0505,.076,8,3,.385,.29,.09
.257,.119,.059,.07,7,3,.385,.28,.095
.308,.1525,.056,.0835,8,3,.385,.3,.09
.252,.1065,.053,.08,7,3,.39,.3,.09
.281,.1275,.062,.077,7,3,.39,.285,.1
.2225,.095,.0465,.073,7,3,.39,.29,.1
.304,.129,.071,.0955,8,3,.41,.3,.09
.28,.141,.0575,.075,8,3,.41,.3,.09
.313,.139,.0625,.0965,7,3,.415,.325,.1
.317,.135,.048,.09,8,3,.425,.325,.11
.303,.131,.0585,.095,7,3,.425,.315,.08
.3295,.129,.07,.11,7,3,.435,.335,.1
.367,.1595,.08,.105,6,3,.435,.325,.11
.3245,.1385,.064,.105,8,3,.45,.34,.095
.4195,.181,.085,.1345,7,3,.45,.335,.11
.457,.2085,.0855,.147,10,3,.455,.36,.115
.4,.176,.083,.1205,7,3,.46,.35,.11
.4255,.2015,.081,.13,7,3,.46,.355,.11
.4365,.188,.0815,.147,9,3,.465,.37,.12
.393,.1825,.0735,.12,8,3,.465,.345,.11
.499,.21,.0985,.155,8,3,.47,.355,.125
.6325,.2825,.137,.19,8,3,.475,.36,.145
.4905,.205,.1305,.125,8,3,.475,.36,.125
.474,.179,.1035,.175,9,3,.48,.37,.125
.536,.251,.114,.15,8,3,.48,.37,.12
.6025,.2935,.1285,.16,7,3,.485,.375,.13
.4615,.204,.0945,.143,8,3,.49,.375,.115
.624,.3035,.1285,.169,8,3,.49,.4,.135
.4715,.2075,.091,.15,8,3,.495,.37,.125
.602,.2505,.1265,.19,8,3,.495,.4,.105
.616,.261,.143,.1935,8,3,.5,.4,.12
.5955,.2455,.147,.173,8,3,.5,.39,.12
.559,.2375,.135,.169,9,3,.5,.375,.14
.6025,.281,.143,.162,7,3,.51,.395,.13
.4725,.1815,.125,.138,9,3,.515,.36,.125
.4745,.213,.123,.1275,10,3,.515,.35,.105
.6635,.32,.14,.17,8,3,.515,.395,.125
.5705,.238,.1265,.185,8,3,.515,.39,.125
.646,.2965,.1595,.165,9,3,.52,.41,.145
.5545,.2355,.1095,.1895,7,3,.52,.39,.13
.664,.3115,.147,.178,9,3,.525,.39,.12
.615,.261,.159,.175,8,3,.525,.38,.135
.654,.305,.16,.169,7,3,.525,.4,.14
.5965,.2555,.141,.177,7,3,.53,.42,.12
.6255,.245,.1455,.2135,10,3,.53,.43,.135
.555,.1935,.1305,.195,9,3,.53,.4,.145
.8365,.3745,.167,.249,11,3,.53,.42,.13
.657,.2835,.162,.175,7,3,.535,.4,.13
.836,.3725,.1815,.24,9,3,.54,.43,.17
.742,.32,.1395,.25,9,3,.54,.425,.14
.8195,.3935,.1725,.2295,9,3,.54,.43,.14
.6275,.2505,.1175,.235,9,3,.54,.42,.14
.7205,.2955,.169,.225,10,3,.54,.425,.13
.686,.3475,.1545,.213,8,3,.54,.425,.135
.686,.3285,.1455,.18,9,3,.545,.4,.13
.543,.2375,.1155,.1725,8,3,.545,.375,.12
.717,.358,.112,.22,8,3,.545,.42,.125
.639,.269,.1345,.217,9,3,.55,.425,.15
.816,.3995,.1485,.23,12,3,.55,.42,.135
.7815,.373,.16,.2215,8,3,.55,.415,.145
.7665,.339,.176,.21,8,3,.55,.425,.15
.5585,.222,.1245,.17,9,3,.555,.395,.13
.765,.3945,.15,.206,8,3,.555,.435,.14
.9005,.3845,.158,.2765,11,3,.555,.46,.145
.8225,.3685,.187,.236,10,3,.56,.445,.15
.7235,.349,.149,.2,8,3,.56,.44,.13
.743,.31,.186,.231,9,3,.565,.42,.155
.848,.4,.166,.25,9,3,.57,.435,.17
.833,.354,.144,.2815,10,3,.57,.43,.145
.867,.3705,.1705,.28,9,3,.57,.445,.155
.7405,.306,.172,.1825,12,3,.57,.445,.145
.7965,.364,.196,.239,10,3,.575,.425,.135
.78,.3275,.188,.235,9,3,.575,.45,.125
.8015,.3475,.1465,.25,9,3,.575,.445,.17
.807,.3615,.176,.254,10,3,.575,.45,.135
.7095,.303,.1405,.235,9,3,.58,.445,.125
1.022,.428,.268,.265,10,3,.59,.45,.145
.9015,.419,.1785,.26,11,3,.59,.46,.145
