.515,.405,.13,.722,.32,.131,.21,10,1
.645,.485,.215,1.514,.546,.2615,.635,16,1
.605,.465,.165,1.056,.4215,.2475,.34,13,1
.61,.485,.175,1.2445,.544,.297,.345,12,1
.725,.57,.19,2.55,1.0705,.483,.725,14,1
.705,.56,.22,1.981,.8175,.3085,.76,14,1
.695,.55,.215,1.9565,.7125,.541,.59,14,1
.525,.435,.155,1.065,.486,.233,.285,8,1
.675,.525,.185,1.587,.6935,.336,.395,13,1
.745,.585,.215,2.499,.9265,.472,.7,17,1
.605,.49,.18,1.227,.48,.287,.35,18,1
.63,.515,.16,1.016,.4215,.244,.355,19,1
.58,.465,.145,.887,.4405,.1655,.265,11,1
.63,.49,.18,1.13,.458,.2765,.315,12,1
.685,.52,.15,1.343,.4635,.292,.4,13,1
.63,.49,.19,1.1775,.4935,.3365,.285,11,1
.565,.465,.175,.995,.3895,.183,.37,15,1
.605,.47,.18,1.1405,.3755,.2805,.385,15,1
.535,.42,.145,.791,.33,.189,.25,10,1
.485,.4,.135,.663,.313,.137,.2,10,1
.47,.375,.12,.5565,.226,.122,.195,12,1
.545,.425,.135,.8445,.373,.21,.235,10,1
.54,.42,.155,.7385,.3515,.152,.215,12,1
.46,.38,.135,.482,.207,.1225,.145,10,1
.49,.42,.125,.609,.239,.1435,.22,14,1
.475,.375,.125,.593,.277,.115,.18,10,1
.47,.38,.145,.5865,.2385,.144,.185,8,1
.535,.44,.15,.6765,.256,.139,.26,12,1
.585,.455,.15,.987,.4355,.2075,.31,11,1
.515,.455,.135,.7225,.295,.1625,.235,9,1
.45,.355,.115,.479,.2125,.1045,.15,8,1
.59,.485,.12,.911,.39,.182,.29,16,1
.555,.45,.145,.915,.4,.246,.285,11,1
.57,.44,.095,.827,.3395,.2215,.235,8,1
.59,.5,.165,1.1045,.4565,.2425,.34,15,1
.585,.475,.12,.945,.41,.2115,.28,14,1
.545,.44,.12,.8565,.3475,.1715,.24,12,1
.63,.515,.165,1.352,.488,.349,.45,20,1
.545,.41,.14,.625,.223,.16,.235,13,1
.58,.45,.175,1.068,.425,.203,.32,13,1
.6,.5,.16,1.015,.3995,.1735,.33,19,1
.6,.47,.155,1.036,.4375,.196,.325,20,1
.565,.455,.17,.9065,.342,.156,.32,18,1
.545,.42,.14,.7505,.2475,.13,.255,22,1
.5,.41,.15,.662,.2815,.137,.22,11,1
.39,.3,.09,.3055,.143,.0645,.085,9,1
.5,.415,.165,.6885,.249,.138,.25,13,1
.565,.435,.185,.9815,.329,.136,.39,13,1
.565,.455,.185,.9265,.354,.1575,.375,16,1
.605,.5,.175,1.098,.4765,.232,.375,12,1
.725,.565,.215,1.891,.6975,.4725,.58,16,1
.575,.47,.14,.8375,.3485,.1735,.24,11,1
.38,.285,.1,.2665,.115,.061,.075,11,1
.655,.53,.195,1.388,.567,.2735,.41,13,1
.675,.555,.2,1.4385,.545,.2665,.465,21,1
.53,.415,.175,.7395,.261,.1395,.2645,17,1
.665,.54,.175,1.347,.4955,.254,.415,17,1
.735,.59,.225,1.756,.637,.3405,.58,21,1
.66,.545,.185,1.32,.5305,.2635,.455,16,1
.575,.4,.155,.9325,.3605,.2445,.3,17,1
.57,.465,.125,.849,.3785,.1765,.24,15,1
.63,.48,.145,1.0115,.4235,.237,.305,12,1
.55,.45,.13,.92,.378,.2385,.29,11,1
.54,.42,.135,.8075,.3485,.1795,.235,11,1
.59,.455,.145,1.073,.475,.19,.285,14,1
.58,.46,.13,.921,.357,.181,.29,13,1
.655,.53,.175,1.2635,.486,.2635,.415,15,1
.625,.5,.195,1.369,.5875,.2185,.37,17,1
.555,.45,.175,.874,.3275,.202,.305,10,1
.6,.47,.175,1.105,.4865,.247,.315,15,1
.56,.46,.235,.8395,.3325,.157,.305,12,1
.585,.455,.225,1.055,.3815,.221,.365,15,1
.56,.435,.18,.889,.36,.204,.25,11,1
.31,.22,.085,.146,.061,.0365,.045,6,1
.27,.195,.08,.1,.0385,.0195,.03,6,1
.4,.29,.115,.2795,.1115,.0575,.075,9,1
.28,.2,.08,.0915,.033,.0215,.03,5,1
.325,.23,.09,.147,.06,.034,.045,4,1
.21,.15,.05,.0385,.0155,.0085,.01,3,1
.2,.14,.055,.035,.0145,.008,.01,5,1
.235,.16,.06,.0545,.0265,.0095,.015,4,1
.175,.125,.04,.024,.0095,.006,.005,4,1
.155,.11,.04,.0155,.0065,.003,.005,3,1
.385,.3,.095,.24,.0885,.059,.085,9,1
.29,.23,.075,.1165,.043,.0255,.04,7,1
.275,.205,.07,.094,.0335,.02,.0325,5,1
.42,.325,.115,.2885,.1,.057,.1135,15,1
.445,.35,.115,.3615,.1565,.0695,.117,8,1
.32,.245,.075,.1555,.0585,.038,.049,11,1
.255,.195,.065,.08,.0315,.018,.027,8,1
.205,.155,.045,.0425,.017,.0055,.0155,7,1
.35,.255,.065,.179,.0705,.0385,.06,10,1
.28,.21,.08,.1085,.041,.0265,.0345,7,1
.45,.335,.14,.4625,.164,.076,.15,14,1
.535,.42,.15,.6995,.2575,.153,.24,12,1
.345,.27,.09,.195,.078,.0455,.059,9,1
.37,.285,.1,.228,.0675,.0675,.081,10,1
.35,.265,.09,.1775,.0575,.042,.068,12,1
.195,.145,.05,.032,.01,.008,.012,4,1
.325,.24,.075,.155,.0475,.0355,.06,9,1
.415,.345,.135,.3865,.128,.07,.148,13,1
.32,.24,.085,.17,.0655,.047,.049,7,1
.31,.225,.075,.1295,.0455,.0335,.044,9,1
.235,.17,.055,.0515,.018,.0105,.0195,7,1
.345,.255,.08,.169,.06,.0425,.054,10,1
.34,.265,.085,.1835,.077,.046,.065,10,1
.46,.365,.125,.467,.1895,.0945,.158,10,1
.36,.295,.1,.2105,.066,.0525,.075,9,1
.355,.265,.09,.168,.05,.041,.063,8,1
.38,.235,.1,.258,.1055,.054,.08,7,1
.355,.26,.085,.1905,.081,.0485,.055,6,1
.325,.24,.085,.173,.0795,.038,.05,7,1
.33,.255,.095,.1875,.0735,.045,.06,7,1
.45,.34,.13,.3715,.1605,.0795,.105,9,1
.33,.215,.075,.1145,.045,.0265,.035,6,1
.48,.375,.145,.777,.216,.13,.17,9,1
.255,.18,.065,.079,.034,.014,.025,5,1
.31,.225,.08,.1345,.054,.024,.05,7,1
.295,.215,.075,.129,.05,.0295,.04,7,1
.455,.35,.12,.4835,.1815,.144,.16,11,1
.55,.425,.155,.9175,.2775,.243,.335,13,1
.475,.385,.145,.6175,.235,.108,.215,14,1
.49,.39,.15,.573,.225,.124,.17,21,1
.54,.415,.145,.74,.2635,.168,.245,12,1
.485,.37,.14,.5725,.204,.1415,.175,10,1
.535,.405,.185,.8345,.3175,.1725,.29,16,1
.51,.4,.14,.6515,.2455,.1665,.185,10,1
.565,.44,.185,.909,.344,.2325,.255,15,1
.525,.4,.17,.7305,.279,.2055,.195,11,1
.59,.44,.15,.9555,.366,.2425,.295,11,1
.5,.375,.15,.636,.2535,.145,.19,10,1
.38,.29,.12,.283,.1175,.0655,.085,9,1
.28,.205,.1,.1165,.0545,.0285,.03,5,1
.385,.285,.105,.2905,.1215,.0685,.0875,12,1
.395,.295,.115,.316,.1205,.0595,.1105,12,1
.4,.3,.125,.417,.191,.09,.1175,9,1
.415,.325,.14,.417,.1535,.1015,.144,10,1
.315,.25,.09,.203,.0615,.037,.0795,11,1
.36,.295,.13,.2765,.0895,.057,.1005,10,1
.375,.3,.1,.2465,.104,.0475,.083,11,1
.355,.265,.085,.201,.069,.053,.0695,8,1
.35,.255,.08,.1915,.08,.0385,.063,9,1
.555,.455,.16,1.0575,.3925,.228,.293,13,1
.555,.44,.15,1.092,.416,.212,.4405,15,1
.525,.41,.13,.99,.3865,.243,.295,15,1
.465,.36,.08,.488,.191,.125,.155,11,1
.4,.305,.085,.297,.108,.0705,.1,10,1
.505,.4,.125,.77,.2735,.159,.255,13,1
.525,.4,.13,.8295,.2405,.1825,.275,11,1
.545,.42,.13,.879,.374,.1695,.23,13,1
.52,.4,.12,.823,.298,.1805,.265,15,1
.505,.38,.13,.656,.227,.1785,.22,13,1
.525,.425,.12,.8665,.2825,.176,.29,18,1
.51,.39,.125,.6565,.262,.1835,.175,10,1
.52,.385,.115,.669,.2385,.172,.205,12,1
.535,.41,.135,.862,.2855,.1525,.32,14,1
.445,.345,.09,.3795,.143,.074,.125,10,1
.53,.44,.205,.835,.32,.2175,.245,14,1
.53,.415,.13,.8425,.275,.1945,.265,20,1
.52,.385,.14,.6595,.2485,.2035,.16,9,1
.535,.42,.13,.8055,.301,.181,.28,14,1
.695,.515,.175,1.5165,.578,.4105,.39,15,1
.485,.355,.12,.547,.215,.1615,.14,10,1
.65,.515,.175,1.4805,.5295,.272,.525,20,1
.62,.505,.185,1.5275,.69,.368,.35,13,1
.615,.525,.155,1.1375,.367,.236,.37,20,1
.57,.44,.155,1.116,.4775,.2315,.27,13,1
.57,.43,.12,1.0615,.348,.167,.31,15,1
.585,.405,.15,1.2565,.435,.202,.325,15,1
.64,.51,.19,1.613,.6215,.361,.47,14,1
.545,.45,.15,.978,.3365,.1905,.3,11,1
.345,.27,.095,.197,.0665,.05,.07,9,1
.385,.275,.115,.2685,.0975,.0825,.085,8,1
.455,.34,.135,.462,.1675,.158,.12,9,1
.49,.38,.14,.7605,.245,.167,.185,10,1
.53,.41,.165,.732,.189,.17,.31,11,1
.505,.385,.145,.6775,.236,.179,.2,15,1
.49,.38,.14,.6385,.2305,.142,.195,13,1
.465,.35,.14,.5755,.2015,.1505,.19,15,1
.56,.41,.165,.93,.3505,.237,.3,13,1
.505,.385,.15,.6415,.246,.152,.215,12,1
.515,.435,.145,.8815,.292,.206,.255,10,1
.55,.415,.175,1.042,.3295,.2325,.2905,15,1
.495,.385,.135,.709,.211,.1375,.262,12,1
.47,.37,.18,.51,.1915,.1285,.1625,9,1
.575,.45,.165,.9215,.3275,.225,.256,12,1
.58,.465,.16,1.0345,.315,.26,.3635,12,1
.515,.405,.145,.695,.215,.1635,.234,15,1
.53,.41,.155,.7155,.2805,.1685,.214,11,1
.44,.335,.11,.394,.157,.096,.122,9,1
.52,.42,.16,.745,.255,.157,.2885,11,1
.46,.34,.135,.495,.1655,.117,.185,10,1
.45,.335,.125,.349,.119,.1055,.115,10,1
.425,.33,.13,.4405,.152,.0935,.155,9,1
.515,.38,.135,.6615,.2875,.2095,.155,10,1
.405,.305,.12,.3185,.1235,.0905,.095,7,1
.505,.405,.14,.875,.2665,.174,.285,12,1
.415,.305,.1,.325,.156,.0505,.091,6,1
.47,.375,.12,.5805,.266,.0935,.169,8,1
.49,.385,.125,.609,.3065,.096,.1775,8,1
.5,.4,.125,.5975,.27,.1275,.166,9,1
.505,.44,.14,.8275,.3415,.1855,.239,8,1
.525,.395,.13,.7635,.3375,.1425,.225,8,1
.54,.405,.125,.891,.4815,.1915,.202,9,1
.55,.45,.15,1.0145,.407,.2015,.2875,10,1
.555,.435,.145,.9685,.4985,.168,.2385,9,1
.565,.45,.155,1.0595,.4735,.24,.265,10,1
.57,.455,.15,.952,.3895,.2155,.2745,9,1
.57,.435,.13,.7535,.349,.1755,.194,10,1
.59,.475,.165,1.077,.4545,.244,.3095,9,1
.59,.46,.13,1.102,.455,.2055,.33,12,1
.6,.475,.175,1.3445,.549,.2875,.36,11,1
.6,.495,.175,1.29,.606,.276,.3445,11,1
.605,.455,.16,1.1035,.421,.3015,.325,9,1
.615,.51,.15,1.296,.545,.3315,.32,9,1
.615,.505,.165,1.34,.5315,.2815,.41,12,1
.62,.5,.165,1.307,.6355,.2545,.315,9,1
.63,.505,.165,1.26,.4525,.2755,.406,14,1
.635,.51,.17,1.3555,.619,.305,.39,9,1
.65,.525,.175,1.4715,.675,.315,.399,11,1
.655,.52,.165,1.4095,.586,.291,.405,9,1
.655,.58,.205,2.0805,.959,.3415,.601,17,1
.66,.53,.17,1.3905,.5905,.212,.453,15,1
.58,.475,.15,.97,.385,.2165,.35,11,1
.57,.48,.18,.9395,.399,.2,.295,14,1
.64,.51,.175,1.368,.515,.266,.57,21,1
.62,.49,.19,1.218,.5455,.2965,.355,13,1
.615,.48,.18,1.1595,.4845,.2165,.325,13,1
.61,.485,.17,1.0225,.419,.2405,.36,12,1
.58,.45,.15,.927,.276,.1815,.36,14,1
.5,.405,.155,.772,.346,.1535,.245,12,1
.64,.5,.185,1.3035,.4445,.2635,.465,16,1
.56,.45,.16,.922,.432,.178,.26,15,1
.585,.46,.185,.922,.3635,.213,.285,10,1
.5,.4,.165,.825,.254,.205,.285,13,1
.42,.335,.115,.369,.171,.071,.12,8,1
.335,.25,.09,.181,.0755,.0415,.06,7,1
.5,.405,.14,.6155,.241,.1355,.205,9,1
.55,.405,.14,.8025,.244,.1635,.255,10,1
.45,.35,.13,.46,.174,.111,.135,8,1
.47,.36,.135,.501,.1665,.115,.165,10,1
.555,.445,.135,.836,.336,.1625,.275,13,1
.565,.44,.175,.9025,.31,.193,.325,14,1
.625,.505,.215,1.4455,.496,.287,.435,22,1
.565,.425,.16,.9425,.3495,.2185,.275,17,1
.59,.47,.18,1.1235,.4205,.2805,.36,13,1
.6,.495,.165,1.2415,.485,.2775,.34,15,1
.56,.45,.175,1.011,.3835,.2065,.37,15,1
.56,.45,.185,1.07,.3805,.175,.41,19,1
.545,.46,.16,.8975,.341,.1655,.345,10,1
.53,.42,.165,.8945,.319,.239,.245,11,1
.27,.2,.08,.1205,.0465,.028,.04,6,1
.52,.45,.15,.895,.3615,.186,.235,14,1
.35,.275,.11,.2925,.1225,.0635,.0905,8,1
.47,.39,.15,.6355,.2185,.0885,.255,9,1
.59,.5,.2,1.187,.412,.2705,.37,16,1
.62,.485,.205,1.219,.3875,.2505,.385,14,1
.63,.505,.225,1.525,.56,.3335,.45,15,1
.63,.515,.155,1.259,.4105,.197,.41,13,1
.655,.54,.215,1.844,.7425,.327,.585,22,1
.61,.5,.24,1.642,.532,.3345,.69,18,1
.635,.525,.205,1.484,.55,.3115,.43,20,1
.485,.395,.14,.6295,.2285,.127,.225,14,1
.515,.38,.175,.9565,.325,.158,.31,14,1
.53,.435,.155,.699,.288,.1595,.205,10,1
.44,.355,.125,.4775,.132,.0815,.19,9,1
.54,.435,.18,.996,.3835,.226,.325,17,1
.61,.475,.165,1.116,.428,.2205,.315,15,1
.6,.495,.195,1.0575,.384,.19,.375,26,1
.49,.395,.14,.549,.2215,.1275,.15,11,1
.37,.28,.105,.234,.0905,.0585,.075,9,1
.37,.28,.1,.252,.1065,.0595,.074,8,1
.36,.27,.1,.217,.0885,.0495,.0715,6,1
.645,.515,.24,1.5415,.471,.369,.535,13,1
.55,.41,.125,.7605,.2505,.1635,.195,14,1
.57,.435,.145,.9055,.3925,.2355,.275,10,1
.56,.44,.14,.971,.443,.2045,.265,14,1
.595,.455,.195,1.3305,.4595,.3235,.345,19,1
.63,.485,.175,1.3,.4335,.2945,.46,23,1
.45,.35,.1,.3675,.1465,.1015,.12,10,1
.385,.31,.1,.2845,.1065,.075,.1,11,1
.335,.265,.105,.222,.0935,.056,.075,7,1
.51,.4,.13,.6435,.27,.1665,.205,12,1
.36,.295,.105,.241,.0865,.053,.095,8,1
.5,.38,.155,.5955,.2135,.161,.2,12,1
.62,.465,.19,1.3415,.5705,.3175,.355,11,1
.6,.475,.19,1.0875,.403,.2655,.325,14,1
.59,.45,.185,1.283,.473,.276,.425,16,1
.62,.475,.185,1.325,.6045,.325,.33,13,1
.575,.455,.145,1.165,.581,.2275,.3,14,1
.62,.465,.185,1.274,.579,.3065,.32,12,1
.49,.39,.14,.707,.2795,.2185,.18,13,1
.61,.48,.15,1.2,.56,.2455,.28,14,1
.57,.46,.14,.9535,.4465,.2065,.245,12,1
.58,.455,.17,.93,.408,.259,.22,9,1
.635,.515,.17,1.275,.509,.286,.34,16,1
.7,.58,.205,2.13,.7415,.49,.58,20,1
.43,.335,.12,.397,.1985,.0865,.1035,7,1
.47,.36,.105,.544,.27,.1395,.129,7,1
.49,.465,.125,.5225,.235,.13,.141,7,1
.5,.39,.125,.5215,.2485,.117,.131,6,1
.52,.4,.145,.7765,.3525,.1845,.185,9,1
.525,.405,.12,.7555,.3755,.1555,.201,9,1
.545,.39,.135,.7835,.4225,.1815,.156,7,1
.545,.41,.12,.793,.434,.1405,.19,9,1
.545,.415,.14,.82,.4615,.127,.218,9,1
.55,.425,.15,.8315,.411,.1765,.2165,10,1
.56,.43,.145,.8995,.464,.1775,.234,9,1
.56,.445,.16,.8965,.42,.2175,.2215,8,1
.56,.415,.145,.852,.43,.1885,.205,8,1
.565,.455,.15,.9595,.4565,.2395,.23,9,1
.565,.435,.15,.99,.5795,.1825,.206,8,1
.57,.46,.15,1.0375,.5415,.2035,.25,9,1
.575,.435,.14,.8455,.401,.191,.222,9,1
.575,.455,.135,.907,.4245,.197,.26,9,1
.575,.445,.17,1.0225,.549,.2175,.228,9,1
.575,.445,.145,.847,.415,.1945,.22,9,1
.58,.455,.15,1.114,.4765,.2155,.265,8,1
.58,.455,.195,1.859,.945,.426,.441,9,1
.58,.445,.135,.814,.3775,.1915,.22,9,1
.58,.45,.14,.9615,.486,.1815,.253,9,1
.58,.45,.145,1.0025,.547,.1975,.2295,8,1
.585,.46,.145,.9335,.478,.1825,.235,9,1
.585,.465,.16,.9555,.4595,.236,.265,7,1
.59,.47,.15,.9955,.481,.232,.24,8,1
.6,.455,.17,1.1915,.696,.2395,.24,8,1
.6,.465,.155,1.0165,.512,.2465,.225,10,1
.605,.475,.14,1.1175,.555,.257,.274,9,1
.605,.48,.17,1.1835,.582,.2365,.317,10,1
.61,.485,.16,1.0145,.5315,.212,.2415,8,1
.61,.485,.145,1.3305,.783,.2255,.2865,9,1
.61,.47,.165,1.052,.498,.242,.267,9,1
.615,.46,.17,1.0565,.4815,.272,.27,10,1
.62,.47,.135,1.0195,.5315,.2005,.2475,8,1
.62,.45,.2,.858,.4285,.1525,.2405,8,1
.625,.48,.185,1.2065,.587,.29,.286,8,1
.63,.47,.155,1.1325,.589,.211,.287,8,1
.63,.5,.175,1.2645,.5635,.3065,.3425,10,1
.64,.515,.165,1.369,.632,.3415,.358,10,1
.645,.53,.195,1.39,.6465,.2945,.3735,10,1
.65,.5,.155,1.202,.565,.3135,.294,11,1
.655,.515,.16,1.31,.553,.369,.345,11,1
.665,.525,.16,1.363,.629,.279,.34,8,1
.685,.52,.165,1.519,.699,.3685,.4,10,1
.69,.53,.21,1.583,.7355,.405,.3865,12,1
.695,.56,.185,1.74,.885,.3715,.4375,10,1
.7,.565,.18,1.751,.895,.3355,.446,9,1
.7,.575,.19,2.273,1.095,.418,.638,12,1
.715,.55,.19,2.0045,1.0465,.407,.5075,12,1
.715,.535,.19,1.6755,.889,.313,.42,10,1
.72,.565,.145,1.187,.691,.1945,.2685,8,1
.725,.505,.185,1.978,1.026,.4255,.4505,12,1
.735,.585,.185,2.124,.952,.55,.5,11,1
.745,.565,.215,1.931,.896,.4585,.5,11,1
.755,.58,.205,2.0065,.8295,.4015,.595,10,1
.665,.535,.225,2.1835,.7535,.391,.885,27,1
.62,.49,.17,1.2105,.5185,.2555,.335,13,1
.525,.405,.13,.7185,.3265,.1975,.175,8,1
.425,.325,.1,.3295,.1365,.0725,.11,7,1
.385,.295,.095,.335,.147,.094,.09,7,1
.47,.375,.115,.4265,.1685,.0755,.15,8,1
.62,.51,.175,1.1505,.4375,.2265,.4,12,1
.595,.47,.15,.8915,.359,.2105,.245,12,1
.585,.455,.14,.97,.462,.185,.295,9,1
.32,.24,.08,.18,.08,.0385,.055,6,1
.44,.35,.11,.4585,.2,.0885,.13,9,1
.565,.425,.1,.7145,.3055,.166,.18,12,1
.68,.53,.205,1.496,.5825,.337,.465,14,1
.47,.37,.105,.4665,.2025,.1015,.155,10,1
.455,.35,.105,.401,.1575,.083,.135,9,1
.465,.35,.12,.5205,.2015,.1625,.185,11,1
.46,.375,.135,.4935,.186,.0845,.17,12,1
.415,.31,.09,.3245,.1305,.0735,.115,8,1
.27,.195,.07,.106,.0465,.018,.036,7,1
.445,.355,.11,.4415,.1805,.1035,.1505,10,1
.55,.44,.135,.879,.368,.2095,.265,10,1
.58,.46,.165,1.2275,.473,.1965,.435,16,1
.61,.5,.165,1.2715,.4915,.185,.49,12,1
.62,.495,.175,1.806,.643,.3285,.725,17,1
.56,.42,.195,.8085,.3025,.1795,.285,14,1
.69,.55,.2,1.8465,.732,.472,.57,19,1
.375,.305,.09,.3245,.1395,.0565,.095,5,1
.335,.235,.085,.1545,.066,.0345,.045,6,1
.285,.21,.075,.1185,.055,.0285,.04,7,1
.595,.465,.125,.799,.3245,.2,.23,10,1
.575,.45,.185,.925,.342,.197,.35,12,1
.535,.42,.165,.9195,.3355,.1985,.26,16,1
.55,.43,.16,.9295,.317,.1735,.355,13,1
.495,.4,.155,.8085,.2345,.1155,.35,6,1
.445,.34,.12,.4475,.193,.1035,.13,9,1
.495,.385,.135,.6335,.2,.1225,.26,14,1
.47,.37,.135,.547,.222,.1325,.17,12,1
.58,.47,.165,.927,.3215,.1985,.315,11,1
.645,.495,.185,1.4935,.5265,.2785,.455,15,1
.57,.405,.16,.9245,.3445,.2185,.295,19,1
.615,.48,.19,1.36,.5305,.2375,.47,18,1
.42,.345,.105,.43,.175,.096,.13,7,1
.42,.34,.115,.4215,.175,.093,.135,8,1
.66,.505,.2,1.6305,.4865,.297,.61,18,1
.565,.47,.195,1.142,.387,.258,.35,17,1
.63,.51,.23,1.539,.5635,.2815,.57,17,1
.495,.39,.15,.853,.3285,.189,.27,14,1
.58,.465,.175,1.035,.401,.1865,.385,17,1
.59,.475,.155,.857,.356,.174,.28,13,1
.37,.28,.095,.2225,.0805,.051,.075,7,1
.555,.43,.165,.7575,.2735,.1635,.275,13,1
.595,.475,.17,1.0965,.419,.229,.35,17,1
.6,.48,.175,1.229,.4125,.2735,.415,13,1
.585,.465,.19,1.171,.3905,.2355,.4,17,1
.415,.315,.125,.388,.068,.09,.125,12,1
.465,.36,.13,.5265,.2105,.1185,.165,10,1
.46,.375,.14,.5105,.192,.1045,.205,9,1
.36,.27,.09,.2225,.083,.053,.075,6,1
.655,.59,.2,1.5455,.654,.3765,.415,11,1
.6,.485,.175,1.2675,.4995,.2815,.38,13,1
.65,.495,.18,1.793,.8005,.339,.53,14,1
.51,.395,.145,.6185,.216,.1385,.24,12,1
.52,.38,.135,.5825,.2505,.1565,.175,8,1
.495,.415,.165,.7485,.264,.134,.285,13,1
.43,.335,.115,.406,.166,.0935,.135,8,1
.55,.46,.175,.869,.3155,.1825,.32,10,1
.585,.43,.16,.955,.3625,.176,.27,11,1
.57,.45,.16,.8615,.3725,.2175,.255,12,1
.635,.51,.21,1.598,.6535,.2835,.58,15,1
.695,.57,.2,2.033,.751,.4255,.685,15,1
.655,.525,.185,1.259,.487,.2215,.445,20,1
.51,.405,.13,.7175,.3725,.158,.17,9,1
.525,.405,.135,.7575,.3305,.216,.195,10,1
.44,.375,.13,.487,.226,.0965,.155,9,1
.495,.395,.12,.553,.224,.1375,.167,8,1
.5,.42,.135,.6765,.302,.1415,.2065,9,1
.525,.42,.155,.842,.428,.1415,.2045,9,1
.535,.435,.15,.717,.3475,.1445,.194,9,1
.55,.43,.15,.8745,.413,.1905,.248,9,1
.555,.44,.14,.8705,.407,.156,.255,9,1
.565,.445,.15,.796,.3635,.184,.219,8,1
.565,.39,.125,.744,.352,.13,.1685,11,1
.57,.435,.17,.873,.382,.183,.2705,10,1
.57,.435,.125,.8965,.383,.1835,.275,9,1
.575,.46,.155,.892,.4415,.176,.22,10,1
.58,.46,.155,1.4395,.6715,.273,.2955,10,1
.58,.455,.135,.7955,.405,.167,.204,10,1
.585,.465,.155,.9145,.4555,.1965,.235,9,1
.585,.49,.185,1.171,.522,.2535,.335,10,1
.585,.46,.165,1.1135,.5825,.2345,.274,10,1
.585,.47,.165,1.409,.8,.229,.295,10,1
.585,.475,.15,1.065,.5315,.199,.2885,10,1
.585,.45,.18,.7995,.336,.1855,.237,8,1
.59,.47,.18,1.187,.5985,.227,.31,9,1
.59,.455,.155,.8855,.388,.188,.275,10,1
.6,.475,.17,1.1315,.508,.272,.309,10,1
.6,.48,.155,1.014,.451,.1885,.325,11,1
.6,.46,.155,.9595,.4455,.189,.295,11,1
.605,.49,.14,.9755,.419,.206,.315,10,1
.61,.45,.15,.871,.407,.1835,.25,10,1
