44,4,4,6,0,1,1,3,0,2
21,4,4,1,1,1,1,4,0,2
42,4,4,6,1,1,1,3,0,2
44,4,4,4,1,0,2,3,0,2
19,4,4,1,1,1,2,3,0,2
35,1,3,7,1,0,2,3,1,2
24,4,4,1,1,1,3,2,0,2
32,3,4,7,0,1,1,3,0,2
31,3,3,2,1,0,3,3,0,2
47,3,4,11,1,0,2,3,0,2
38,4,4,6,1,0,3,3,0,2
40,4,4,4,1,1,1,3,0,2
35,3,3,4,1,1,3,2,0,2
26,3,4,3,1,1,3,4,0,2
23,4,3,3,1,1,3,3,0,2
40,4,4,6,0,0,1,4,0,2
37,4,4,3,1,1,1,4,0,2
39,4,4,5,1,1,2,4,0,2
25,4,4,2,1,1,2,4,0,2
48,4,4,4,0,1,1,4,0,2
31,4,4,3,1,1,1,4,0,2
26,4,4,1,0,1,2,4,0,2
44,4,4,5,1,0,1,4,0,2
29,4,4,1,1,0,2,4,0,2
36,2,1,6,1,1,2,1,0,2
29,4,4,2,1,0,1,3,0,2
37,2,3,7,1,1,3,4,0,2
28,3,3,3,1,1,1,2,0,2
40,2,3,6,1,1,1,2,0,2
33,4,4,4,1,1,1,4,0,2
22,4,4,1,1,1,1,2,0,2
35,3,4,5,1,0,1,3,1,2
32,4,4,3,0,1,3,3,0,2
35,4,4,5,1,0,1,3,0,2
29,4,4,2,1,1,1,4,0,2
23,3,3,2,1,0,3,4,0,2
35,4,4,2,1,0,1,4,0,2
36,4,4,3,1,0,2,4,0,2
32,4,4,2,1,0,1,4,0,2
30,4,1,4,1,1,3,3,0,2
36,4,4,4,0,1,2,4,0,2
33,4,4,3,1,1,3,4,0,2
33,3,4,5,0,1,3,3,0,2
43,2,4,13,1,1,2,3,0,2
35,3,3,6,1,1,2,3,0,2
38,4,4,5,1,1,1,3,0,2
25,3,1,4,1,1,3,1,0,2
26,3,3,2,1,1,3,2,0,2
24,4,4,1,1,1,3,4,0,2
22,3,4,1,1,1,4,4,0,2
33,2,3,5,1,0,2,1,0,2
45,3,3,7,1,1,3,4,0,2
29,4,4,2,1,0,1,3,0,2
47,2,2,7,1,1,2,4,0,2
36,3,2,6,1,1,3,2,0,2
45,3,3,8,1,1,2,3,0,2
47,4,4,6,1,0,1,4,0,2
43,3,4,2,1,0,2,4,0,2
44,4,4,7,1,1,3,2,0,2
24,2,4,2,1,1,3,3,0,2
28,4,4,2,1,0,1,3,0,2
34,4,4,5,1,1,3,4,0,2
31,3,4,4,1,1,1,3,0,2
27,4,4,3,1,1,1,4,0,2
27,3,3,1,1,0,3,4,0,2
26,4,4,1,1,0,1,3,0,2
36,3,4,7,1,1,2,2,0,2
35,4,4,4,0,1,3,3,0,2
38,4,4,6,1,1,3,3,0,2
44,4,4,7,1,1,2,4,0,2
25,4,4,1,1,1,1,4,0,2
25,4,4,2,0,1,1,3,0,2
41,4,4,4,1,1,1,4,0,2
41,3,4,5,1,1,1,3,0,2
24,4,4,1,1,0,1,4,0,2
33,4,4,3,1,1,3,3,0,2
29,4,4,3,1,0,3,3,0,2
47,4,4,4,1,0,1,4,0,2
28,4,4,4,1,1,1,3,0,2
21,2,2,1,1,1,3,2,0,2
32,3,3,6,1,0,3,3,0,2
30,3,4,2,1,1,1,4,0,2
37,4,4,5,1,1,3,4,0,2
29,4,3,4,1,0,3,2,0,2
38,4,4,3,1,0,1,4,0,2
49,3,3,11,1,1,1,4,0,2
41,3,3,5,1,1,1,4,0,2
43,3,4,5,1,1,3,2,1,2
47,1,1,10,1,1,3,3,0,2
22,4,4,1,1,1,1,3,0,2
27,4,4,1,0,0,1,4,0,2
34,3,4,2,0,1,2,3,0,2
42,3,3,4,1,1,2,4,0,2
39,4,4,3,0,0,1,4,0,2
36,4,4,3,0,1,2,4,0,2
21,4,4,1,1,1,2,1,0,2
36,3,4,4,0,0,2,4,0,2
25,2,3,1,1,0,4,4,0,2
41,4,4,4,0,0,2,4,0,2
32,4,4,4,0,0,2,4,0,2
41,4,4,4,0,0,2,4,0,2
43,4,4,3,0,1,1,4,0,2
35,4,4,3,1,1,2,3,0,2
24,4,4,2,1,0,1,3,0,2
43,4,4,6,1,1,1,4,0,2
48,4,4,7,0,1,1,4,0,2
28,4,4,2,1,1,1,3,0,2
24,4,4,1,1,1,1,4,0,2
42,4,4,3,1,0,1,4,0,2
39,4,4,3,1,1,1,4,0,2
24,4,4,1,1,1,1,4,0,2
33,4,3,5,1,1,2,4,0,2
29,4,4,2,1,1,3,4,0,2
44,4,4,5,1,1,1,4,0,2
17,4,4,1,1,1,2,4,0,2
35,3,4,3,1,1,2,2,0,2
32,3,4,5,1,1,1,2,0,2
27,4,4,2,1,0,1,3,0,2
44,4,4,4,1,1,1,4,0,2
42,4,4,5,1,1,1,4,0,2
40,4,4,6,1,1,1,3,0,2
44,4,4,3,1,1,1,4,0,2
33,4,4,5,1,1,2,4,0,2
35,2,4,3,0,0,3,4,1,2
31,4,2,2,0,1,1,3,0,2
37,4,4,3,0,1,3,4,0,2
45,4,4,3,0,1,2,4,0,2
26,4,4,2,0,1,1,4,0,2
40,3,4,2,0,1,3,4,0,2
30,4,4,1,0,1,2,4,0,2
36,3,4,3,0,0,3,4,0,2
33,3,4,3,0,1,2,4,0,2
41,4,4,5,0,1,2,4,0,2
45,3,3,6,0,1,2,4,0,2
48,4,4,6,0,1,2,4,0,2
35,4,4,3,0,0,3,4,0,2
37,4,4,4,0,0,2,4,0,2
46,4,4,3,0,0,1,4,0,2
38,4,4,4,0,1,3,4,0,2
30,3,4,7,1,1,2,4,0,2
42,4,3,7,1,0,1,4,0,2
35,2,2,6,1,1,3,4,0,2
34,4,4,6,1,1,3,4,0,2
37,4,4,4,1,1,1,4,0,2
38,4,4,6,1,1,1,4,0,2
30,3,3,2,1,1,2,3,0,2
46,4,4,4,1,1,1,4,0,2
31,4,4,3,0,1,2,4,0,2
41,4,4,6,0,1,1,4,0,2
41,4,4,7,1,1,2,4,0,2
32,4,4,2,0,0,2,4,0,2
44,4,4,4,1,1,1,4,0,2
39,4,4,4,0,1,1,4,0,2
39,4,4,5,1,1,1,4,0,2
45,4,4,4,1,1,1,4,0,2
33,4,4,3,1,1,1,4,0,2
39,4,4,3,0,1,1,4,0,2
44,4,4,3,1,0,1,4,0,2
34,3,3,6,1,1,3,4,0,2
33,3,3,5,1,1,3,4,0,2
34,2,2,8,1,1,2,2,0,2
27,3,2,5,1,1,2,4,0,2
47,1,1,8,1,1,3,4,1,2
25,2,4,3,1,1,1,4,1,2
24,3,4,5,1,1,1,2,1,2
41,4,4,4,1,0,1,4,0,2
42,4,4,4,1,1,3,4,0,2
35,4,4,3,1,1,1,4,0,2
31,4,4,4,1,1,3,3,0,2
42,4,4,6,1,1,1,3,0,2
49,3,4,4,1,1,3,4,0,2
21,4,4,1,1,1,1,3,0,2
28,3,4,3,1,1,1,4,0,2
22,4,4,1,1,1,1,3,0,2
36,4,4,3,1,0,1,4,0,2
45,2,2,9,1,1,3,3,0,2
40,4,4,4,1,1,1,4,0,2
30,2,2,7,1,1,3,4,0,2
35,4,4,5,1,0,1,4,0,2
26,2,4,2,1,1,1,4,0,2
45,4,4,3,1,1,1,4,0,2
27,3,3,2,1,1,3,4,0,2
32,4,4,4,1,1,1,2,0,2
27,4,4,3,1,1,1,3,0,2
28,4,4,2,0,1,1,4,0,2
30,4,4,3,1,1,2,1,0,2
34,4,4,4,1,1,2,4,0,2
26,3,4,3,1,1,2,3,0,2
44,1,4,2,1,1,1,3,0,2
29,4,4,3,1,1,1,4,0,2
26,3,4,2,1,1,3,3,0,2
41,4,4,8,1,1,1,4,0,2
32,3,3,4,1,0,3,3,0,2
23,3,1,1,1,0,3,3,0,2
38,2,3,4,1,1,1,2,0,2
22,4,4,1,1,0,2,2,0,2
34,3,4,3,0,1,1,4,0,2
38,3,4,7,0,1,2,3,0,2
21,4,4,1,1,1,1,4,0,2
43,1,3,4,1,1,1,4,0,2
44,3,3,9,1,1,1,1,0,2
24,4,4,1,1,1,2,4,0,2
27,4,4,1,1,0,3,3,0,2
34,3,4,4,1,1,3,3,0,2
29,3,4,2,1,1,1,4,0,2
26,4,4,1,1,0,2,3,0,2
37,4,4,7,1,1,1,4,0,2
21,3,4,3,1,1,1,4,0,2
47,4,4,4,0,1,2,4,0,2
41,4,4,3,1,0,2,3,0,2
29,3,4,3,1,1,1,3,0,2
25,4,4,1,1,0,1,4,0,2
33,4,4,2,0,0,1,3,0,2
23,4,4,1,0,1,1,4,0,2
32,4,4,4,1,1,2,3,0,2
45,4,4,3,1,1,1,4,0,2
37,4,4,4,1,1,1,4,0,2
35,2,4,4,0,1,3,2,0,2
37,4,4,3,1,1,3,4,0,2
35,4,4,5,1,1,2,4,0,2
23,4,4,1,1,1,3,3,0,2
38,2,2,8,1,1,2,2,0,2
41,4,4,4,0,0,2,4,0,2
35,1,2,9,1,0,3,1,0,2
29,4,4,3,1,1,3,2,0,2
26,3,3,2,1,1,1,3,0,2
22,3,3,2,1,1,3,3,0,2
30,2,3,5,1,1,3,1,1,2
36,4,4,3,1,1,3,3,0,2
26,3,4,3,1,1,1,4,0,2
32,4,4,2,1,0,3,4,0,2
39,4,4,3,0,1,2,4,0,2
29,3,4,3,1,1,1,3,0,2
40,4,4,5,1,1,1,3,0,2
43,3,3,6,1,0,3,2,0,2
44,3,4,6,1,1,3,2,0,2
24,4,4,2,1,1,2,4,0,2
42,4,4,3,1,0,1,4,0,2
33,3,4,2,1,1,1,4,0,2
24,4,4,1,0,1,2,3,0,2
28,3,4,2,0,1,2,3,0,2
32,2,1,5,1,0,2,2,0,2
26,2,2,4,1,1,3,4,0,2
27,4,4,1,1,1,1,4,0,2
41,3,4,3,0,1,2,4,0,2
28,3,4,2,0,1,3,3,0,2
23,4,4,1,1,0,3,4,0,2
31,2,2,4,1,1,4,3,1,2
33,4,4,3,0,1,2,4,0,2
35,4,4,5,1,1,1,4,0,2
39,3,4,5,1,1,3,4,0,2
27,4,4,2,1,1,1,3,0,2
48,4,4,3,0,1,1,4,0,2
25,3,1,2,1,0,3,4,0,2
38,4,4,4,1,1,2,4,0,2
48,4,4,7,1,0,1,4,0,2
34,4,4,4,1,0,3,3,0,2
36,3,3,4,1,1,1,3,0,2
34,4,4,3,1,0,3,4,0,2
42,4,4,4,0,0,2,4,0,2
45,3,3,5,0,1,1,3,0,2
37,4,4,4,0,1,2,4,0,2
38,4,4,3,0,0,2,4,0,2
42,3,3,4,0,1,3,4,0,2
42,2,4,5,0,1,2,3,0,2
41,4,4,6,1,1,1,4,0,2
43,4,4,5,0,1,1,4,0,2
34,4,4,2,0,0,3,2,0,2
44,2,3,1,0,1,2,4,0,2
41,4,4,4,0,1,1,4,0,2
36,4,4,3,1,1,1,4,0,2
34,1,2,5,1,1,3,4,0,2
